graph_index,group,generation_method,n_routes,generated_n_routes,min_route_len,max_route_len,target_route_len,weight_combo_index,demand_time_weight,route_time_weight,median_connectivity_weight,run_name,cost,ATT,RTT,unserved_demand,n_nodes,covered_nodes,route_length_min,route_length_mean,route_length_max
250,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0250,3.6923062801361084,39.219051361083984,1197.7032470703125,39.742977142333984,50,39,12,12.0,12
251,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0251,1.747114658355713,35.61147689819336,1089.765625,21.031023025512695,50,45,12,12.0,12
252,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0252,2.0434250831604004,36.45310592651367,1506.2950439453125,19.41320037841797,50,46,12,12.0,12
253,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0253,3.4106783866882324,36.90428924560547,1549.8350830078125,13.259961128234863,50,47,12,12.0,12
254,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0254,1.828067660331726,22.41574478149414,802.1673583984375,23.68383026123047,50,44,12,12.0,12
255,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0255,2.633897542953491,27.823888778686523,819.7789916992188,23.570154190063477,50,44,12,12.0,12
256,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0256,3.3684754371643066,34.30206298828125,1166.14111328125,30.61946678161621,50,42,12,12.0,12
257,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0257,1.8403609991073608,36.31882858276367,1521.1307373046875,25.388368606567383,50,44,12,12.0,12
258,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0258,2.8019258975982666,28.525959014892578,1097.5587158203125,27.34392547607422,50,43,12,12.0,12
259,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0259,2.999002456665039,37.19489669799805,1155.0689697265625,16.788843154907227,50,46,12,12.0,12
260,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0260,1.1812341213226318,31.965717315673828,1142.03173828125,9.54976749420166,50,48,12,12.0,12
261,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0261,2.5743069648742676,34.710506439208984,1076.128173828125,26.395692825317383,50,44,12,12.0,12
262,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0262,2.6093249320983887,47.39485549926758,1117.4849853515625,23.979463577270508,50,45,12,12.0,12
263,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0263,1.3196507692337036,30.048471450805664,1071.570556640625,17.265615463256836,50,47,12,12.0,12
264,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0264,2.551137924194336,31.51662254333496,1113.3046875,24.35144805908203,50,44,12,12.0,12
265,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0265,3.7884035110473633,31.099388122558594,1353.2708740234375,23.669113159179688,50,44,12,12.0,12
266,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0266,1.3130419254302979,31.45553207397461,1082.7779541015625,12.441343307495117,50,47,12,12.0,12
267,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0267,2.0727615356445312,35.59706497192383,1479.6116943359375,18.525835037231445,50,46,12,12.0,12
268,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0268,4.129861831665039,28.940340042114258,1078.5184326171875,36.27323913574219,50,40,12,12.0,12
269,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0269,2.2127511501312256,28.87833595275879,1072.493896484375,30.6973934173584,50,42,12,12.0,12
270,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0270,2.4748575687408447,35.166465759277344,1252.3719482421875,25.69778060913086,50,44,12,12.0,12
271,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0271,3.445826530456543,37.21266174316406,1493.39453125,19.003782272338867,50,47,12,12.0,12
272,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0272,1.8542639017105103,27.054443359375,863.6630249023438,24.067462921142578,50,44,12,12.0,12
273,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0273,2.681997299194336,28.400251388549805,1133.9036865234375,27.672353744506836,50,43,12,12.0,12
274,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0274,3.011688232421875,43.26826858520508,1167.404541015625,24.902637481689453,50,44,12,12.0,12
275,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0275,2.3819282054901123,28.011619567871094,1001.2600708007812,34.952518463134766,50,41,12,12.0,12
276,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0276,2.556450605392456,29.10810661315918,1188.7840576171875,30.032649993896484,50,44,12,12.0,12
277,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0277,3.26806640625,30.70309066772461,1031.9423828125,22.440505981445312,50,45,12,12.0,12
278,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0278,2.3390254974365234,36.74241256713867,1170.4832763671875,35.60871887207031,50,41,12,12.0,12
279,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0279,3.205463409423828,30.16891860961914,1131.560546875,32.265357971191406,50,41,12,12.0,12
280,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0280,2.61358380317688,25.827489852905273,791.0767211914062,10.11814022064209,50,48,12,12.0,12
281,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0281,1.3318324089050293,38.58390426635742,1154.8082275390625,15.194686889648438,50,47,12,12.0,12
282,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0282,2.5464954376220703,30.990665435791016,1304.599853515625,24.552162170410156,50,44,12,12.0,12
283,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0283,3.5431017875671387,32.40445327758789,1159.5877685546875,13.87763500213623,50,47,12,12.0,12
284,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0284,2.818526029586792,34.81716537475586,1144.4962158203125,41.20505905151367,50,38,12,12.0,12
285,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0285,2.7261791229248047,32.13532257080078,1467.9400634765625,27.784648895263672,50,43,12,12.0,12
286,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0286,3.4555912017822266,30.879871368408203,1045.9315185546875,17.468788146972656,50,46,12,12.0,12
287,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0287,0.9436390399932861,37.24495315551758,1391.2823486328125,6.108921051025391,50,49,12,12.0,12
288,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0288,2.508549451828003,27.785478591918945,1072.750244140625,23.864524841308594,50,44,12,12.0,12
289,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0289,3.0795187950134277,27.66849136352539,923.4365234375,15.030794143676758,50,47,12,12.0,12
290,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0290,1.2937616109848022,39.20983123779297,1174.2109375,13.351795196533203,50,47,12,12.0,12
291,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0291,1.2854658365249634,22.998849868774414,744.8741455078125,6.091190814971924,50,49,12,12.0,12
292,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0292,1.7917734384536743,25.086193084716797,768.4163818359375,0.5550030469894409,50,50,12,12.0,12
293,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0293,1.7027183771133423,37.659786224365234,1111.4254150390625,20.746042251586914,50,45,12,12.0,12
294,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0294,2.2755112648010254,34.637733459472656,1500.6527099609375,21.886022567749023,50,45,12,12.0,12
295,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0295,3.5545144081115723,29.754003524780273,1127.8123779296875,17.697277069091797,50,46,12,12.0,12
296,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0296,1.8471401929855347,25.88373565673828,825.693359375,29.206302642822266,50,44,12,12.0,12
297,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0297,2.71923828125,30.96378517150879,1155.33056640625,28.23450469970703,50,43,12,12.0,12
298,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0298,2.4040746688842773,34.095706939697266,1174.58056640625,17.86457633972168,50,50,12,12.0,12
299,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0299,1.4852354526519775,35.18715286254883,1046.4591064453125,17.835357666015625,50,46,12,12.0,12
300,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0300,1.8009328842163086,38.53590393066406,1572.71533203125,13.196423530578613,50,47,12,12.0,12
301,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0301,3.101846218109131,35.90317916870117,1431.4466552734375,8.304662704467773,50,49,12,12.0,12
302,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0302,1.9831984043121338,34.833255767822266,1138.6156005859375,26.371204376220703,50,43,12,12.0,12
303,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0303,2.3008697032928467,22.55359649658203,765.9993896484375,19.689912796020508,50,45,12,12.0,12
304,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0304,3.92594575881958,30.87466049194336,1165.92041015625,19.70624542236328,50,45,12,12.0,12
305,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0305,0.9053540229797363,30.449613571166992,1040.662841796875,8.545957565307617,50,49,12,12.0,12
306,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0306,3.2296102046966553,28.834598541259766,1143.8929443359375,32.36072540283203,50,41,12,12.0,12
307,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0307,3.583559036254883,23.957597732543945,872.5938720703125,24.00411033630371,50,44,12,12.0,12
308,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0308,2.1511588096618652,42.193180084228516,1245.6771240234375,31.490957260131836,50,42,12,12.0,12
309,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0309,2.873502254486084,47.59351348876953,1236.0177001953125,31.83348846435547,50,42,12,12.0,12
310,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0310,4.092206954956055,29.21938705444336,1170.140380859375,30.045068740844727,50,42,12,12.0,12
311,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0311,1.8699398040771484,35.53872299194336,1172.6004638671875,28.53276824951172,50,44,12,12.0,12
312,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0312,2.1055963039398193,36.503482818603516,1484.7098388671875,22.972436904907227,50,46,12,12.0,12
313,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0313,3.4402618408203125,26.240886688232422,847.9268798828125,21.87903594970703,50,45,12,12.0,12
314,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0314,1.8468117713928223,27.313922882080078,888.3432006835938,24.192224502563477,50,44,12,12.0,12
315,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0315,2.785620927810669,36.10117721557617,1518.8367919921875,33.70508575439453,50,43,12,12.0,12
316,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0316,3.554633140563965,33.51020431518555,1163.84814453125,18.078941345214844,50,46,12,12.0,12
317,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0317,3.143773078918457,33.31227493286133,1529.5133056640625,49.079017639160156,50,36,12,12.0,12
318,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0318,2.3072636127471924,33.7470817565918,1451.4100341796875,23.481042861938477,50,45,12,12.0,12
319,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0319,4.1886138916015625,31.570798873901367,1125.3148193359375,35.25606155395508,50,41,12,12.0,12
320,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0320,2.4001424312591553,33.653377532958984,1120.73486328125,33.27815628051758,50,41,12,12.0,12
321,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0321,2.7504005432128906,33.878475189208984,1492.2264404296875,30.90496063232422,50,43,12,12.0,12
322,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0322,3.9006943702697754,32.43332290649414,1215.6595458984375,36.304039001464844,50,40,12,12.0,12
323,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0323,1.960721492767334,31.386449813842773,1048.0489501953125,29.898738861083984,50,43,12,12.0,12
324,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0324,1.3986947536468506,26.06960678100586,830.7086791992188,7.716216087341309,50,49,12,12.0,12
325,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0325,3.4140119552612305,36.04275131225586,1472.37890625,14.431614875793457,50,47,12,12.0,12
326,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0326,0.915155827999115,25.874147415161133,837.3861694335938,5.356966018676758,50,49,12,12.0,12
327,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0327,1.979816198348999,41.68003845214844,1308.7169189453125,15.924737930297852,50,46,12,12.0,12
328,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0328,3.22076416015625,40.97140121459961,1219.1732177734375,29.40237808227539,50,42,12,12.0,12
329,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0329,1.6773520708084106,37.82738494873047,1596.4776611328125,20.946033477783203,50,45,12,12.0,12
330,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0330,1.3776237964630127,26.081642150878906,757.8023681640625,7.847175121307373,50,49,12,12.0,12
331,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0331,2.377701997756958,37.28089141845703,1342.5853271484375,9.687224388122559,50,48,12,12.0,12
332,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0332,1.672448992729187,30.550554275512695,1118.514404296875,19.072616577148438,50,45,12,12.0,12
333,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0333,3.096017599105835,36.890174865722656,1208.88623046875,34.28513717651367,50,41,12,12.0,12
334,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0334,3.837453842163086,35.60060501098633,1526.108642578125,18.079565048217773,50,46,12,12.0,12
335,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0335,2.511810541152954,29.79072380065918,1430.826904296875,36.226531982421875,50,40,12,12.0,12
336,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0336,1.2932946681976318,38.93415832519531,1510.5726318359375,11.16214370727539,50,49,12,12.0,12
337,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0337,3.250638484954834,33.90016555786133,1089.1776123046875,23.836456298828125,50,44,12,12.0,12
338,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0338,1.3097602128982544,26.106386184692383,882.1848754882812,15.373274803161621,50,47,12,12.0,12
339,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0339,2.721921920776367,36.00868225097656,1555.0899658203125,27.385643005371094,50,43,12,12.0,12
340,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0340,3.206907272338867,39.88119888305664,1164.65185546875,26.737821578979492,50,43,12,12.0,12
341,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0341,2.4647216796875,35.5421257019043,1269.6790771484375,36.83048629760742,50,40,12,12.0,12
342,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0342,0.7062992453575134,31.986427307128906,1088.6778564453125,6.668788909912109,50,50,12,12.0,12
343,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0343,2.8771467208862305,30.881248474121094,1057.3828125,14.634056091308594,50,49,12,12.0,12
344,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0344,1.7018156051635742,29.528594970703125,1110.6676025390625,24.152278900146484,50,45,12,12.0,12
345,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0345,1.7020405530929565,29.942964553833008,1133.4737548828125,13.295634269714355,50,48,12,12.0,12
346,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0346,2.643864393234253,41.215030670166016,1097.3402099609375,20.342533111572266,50,45,12,12.0,12
347,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0347,1.4811372756958008,38.31935119628906,1625.095703125,18.463207244873047,50,46,12,12.0,12
348,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0348,1.8338432312011719,30.418670654296875,1203.7003173828125,18.474956512451172,50,47,12,12.0,12
349,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0349,4.15947961807251,27.675395965576172,1055.324462890625,29.663673400878906,50,42,12,12.0,12
350,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0350,1.8273451328277588,30.16924285888672,1118.2198486328125,24.005149841308594,50,44,12,12.0,12
351,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0351,1.8794771432876587,27.150903701782227,732.9985961914062,16.05059242248535,50,47,12,12.0,12
352,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0352,2.7202348709106445,30.588701248168945,1070.4014892578125,11.199346542358398,50,49,12,12.0,12
353,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0353,1.5053951740264893,36.275550842285156,1111.2071533203125,17.931543350219727,50,46,12,12.0,12
354,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0354,2.3328640460968018,39.64728546142578,1465.0968017578125,23.58323860168457,50,45,12,12.0,12
355,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0355,3.9201760292053223,36.22100067138672,1179.6387939453125,41.8095588684082,50,38,12,12.0,12
356,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0356,1.133347749710083,35.28303527832031,1482.4346923828125,11.841691017150879,50,48,12,12.0,12
357,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0357,2.453740358352661,36.54397201538086,1151.068359375,23.518640518188477,50,44,12,12.0,12
358,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0358,3.7046093940734863,29.700166702270508,1092.2890625,36.64822769165039,50,40,12,12.0,12
359,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0359,1.1427156925201416,26.16493797302246,812.985595703125,10.494696617126465,50,48,12,12.0,12
360,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0360,1.7895675897598267,41.18670654296875,1131.4678955078125,20.449478149414062,50,47,12,12.0,12
361,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0361,3.1692280769348145,37.97024154663086,1222.984130859375,20.75289535522461,50,45,12,12.0,12
362,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0362,1.16840660572052,30.05876350402832,885.3124389648438,11.763248443603516,50,48,12,12.0,12
363,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0363,1.9212584495544434,37.30353927612305,1126.296875,22.220125198364258,50,47,12,12.0,12
364,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0364,3.399613857269287,35.92021179199219,1106.0115966796875,24.62626838684082,50,44,12,12.0,12
365,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0365,1.516601800918579,35.70872497558594,1502.1505126953125,16.640850067138672,50,46,12,12.0,12
366,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0366,1.9319254159927368,38.721073150634766,1238.903564453125,18.37206268310547,50,46,12,12.0,12
367,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0367,3.425661563873291,36.65031433105469,1170.7249755859375,26.45610237121582,50,43,12,12.0,12
368,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0368,2.34443998336792,27.98755645751953,1181.030517578125,34.68785095214844,50,41,12,12.0,12
369,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0369,1.9761340618133545,45.28559494018555,1192.1519775390625,24.984554290771484,50,46,12,12.0,12
370,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0370,3.027754783630371,41.59652328491211,1181.3590087890625,25.214284896850586,50,44,12,12.0,12
371,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0371,1.2967009544372559,25.19108772277832,807.6795043945312,13.686746597290039,50,47,12,12.0,12
372,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0372,2.9466235637664795,36.13017272949219,1477.979736328125,31.5285587310791,50,42,12,12.0,12
373,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0373,2.9922027587890625,36.84564971923828,1470.99853515625,18.361618041992188,50,47,12,12.0,12
374,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0374,1.4884945154190063,37.21213150024414,1533.258544921875,16.660871505737305,50,46,12,12.0,12
375,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0375,2.483008623123169,20.84271240234375,654.592529296875,22.602191925048828,50,44,12,12.0,12
376,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0376,3.6148319244384766,33.60243606567383,1164.39697265625,24.498674392700195,50,44,12,12.0,12
377,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0377,2.1633706092834473,41.47819519042969,1300.114501953125,33.26595687866211,50,42,12,12.0,12
378,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0378,1.507244348526001,31.928091049194336,1113.3924560546875,10.805011749267578,50,48,12,12.0,12
379,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0379,2.3972055912017822,38.71609115600586,1076.5008544921875,13.936531066894531,50,47,12,12.0,12
380,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0380,1.849349021911621,33.901649475097656,1125.1651611328125,25.38841438293457,50,44,12,12.0,12
381,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0381,1.2907541990280151,34.077510833740234,1425.34423828125,6.275930881500244,50,49,12,12.0,12
382,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0382,3.7736997604370117,27.495460510253906,1111.0716552734375,26.60679817199707,50,44,12,12.0,12
